size_usd,repaid,liquidated,days_ago,wallet_id,wallet_type
2297.5,True,False,1047,0x0000000000000000000000000000000000000140,reliable
15896.46,False,True,825,0x0000000000000000000000000000000000000140,reliable
53844.01,True,False,773,0x0000000000000000000000000000000000000140,reliable
5877.51,True,False,706,0x0000000000000000000000000000000000000140,reliable
1231626.69,True,False,619,0x0000000000000000000000000000000000000140,reliable
38858.17,True,False,570,0x0000000000000000000000000000000000000140,reliable
97121.45,True,False,496,0x0000000000000000000000000000000000000140,reliable
13440.96,True,False,218,0x0000000000000000000000000000000000000140,reliable
3785.74,True,False,216,0x0000000000000000000000000000000000000140,reliable
4109.55,True,False,210,0x0000000000000000000000000000000000000140,reliable
7747.04,True,False,96,0x0000000000000000000000000000000000000140,reliable
14549.9,True,False,94,0x0000000000000000000000000000000000000140,reliable
26870.54,True,False,26,0x0000000000000000000000000000000000000140,reliable
1149.75,True,False,1166,0x0000000000000000000000000000000000000141,reliable
5072.06,True,False,1164,0x0000000000000000000000000000000000000141,reliable
2456.22,True,False,1025,0x0000000000000000000000000000000000000141,reliable
614.08,True,False,1024,0x0000000000000000000000000000000000000141,reliable
1249.61,True,False,866,0x0000000000000000000000000000000000000141,reliable
5643.58,True,False,803,0x0000000000000000000000000000000000000141,reliable
11388.52,True,False,633,0x0000000000000000000000000000000000000141,reliable
169.07,True,False,161,0x0000000000000000000000000000000000000141,reliable
3785.36,True,False,121,0x0000000000000000000000000000000000000141,reliable
1575.21,True,False,36,0x0000000000000000000000000000000000000141,reliable
1391.51,True,False,1176,0x0000000000000000000000000000000000000142,moderate
7058.52,True,False,1088,0x0000000000000000000000000000000000000142,moderate
4253.99,False,False,1072,0x0000000000000000000000000000000000000142,moderate
36676.98,True,False,872,0x0000000000000000000000000000000000000142,moderate
70218.3,True,False,1147,0x0000000000000000000000000000000000000143,risky
1624.94,False,True,828,0x0000000000000000000000000000000000000143,risky
23524.34,True,False,763,0x0000000000000000000000000000000000000143,risky
5199.49,True,False,727,0x0000000000000000000000000000000000000143,risky
48229.83,False,True,645,0x0000000000000000000000000000000000000143,risky
63430.23,True,False,275,0x0000000000000000000000000000000000000143,risky
62960.07,False,True,271,0x0000000000000000000000000000000000000143,risky
3980.86,False,True,107,0x0000000000000000000000000000000000000143,risky
8700.36,True,False,40,0x0000000000000000000000000000000000000143,risky
4688.37,True,False,994,0x0000000000000000000000000000000000000144,reliable
6448.11,True,False,894,0x0000000000000000000000000000000000000144,reliable
7229.44,True,False,853,0x0000000000000000000000000000000000000144,reliable
26947.81,True,False,794,0x0000000000000000000000000000000000000144,reliable
9030.45,True,False,758,0x0000000000000000000000000000000000000144,reliable
10611.33,True,False,643,0x0000000000000000000000000000000000000144,reliable
17017.81,True,False,630,0x0000000000000000000000000000000000000144,reliable
785.44,True,False,569,0x0000000000000000000000000000000000000144,reliable
6017.1,True,False,549,0x0000000000000000000000000000000000000144,reliable
4243.64,True,False,490,0x0000000000000000000000000000000000000144,reliable
17264.88,True,False,468,0x0000000000000000000000000000000000000144,reliable
901.21,True,False,457,0x0000000000000000000000000000000000000144,reliable
1455.74,True,False,319,0x0000000000000000000000000000000000000144,reliable
1003.12,True,False,190,0x0000000000000000000000000000000000000144,reliable
3251.97,True,False,135,0x0000000000000000000000000000000000000144,reliable
51042.73,True,False,128,0x0000000000000000000000000000000000000144,reliable
15991.29,True,False,39,0x0000000000000000000000000000000000000144,reliable
7025.03,True,False,39,0x0000000000000000000000000000000000000144,reliable
449.05,True,False,1063,0x0000000000000000000000000000000000000145,reliable
4849.28,True,False,1054,0x0000000000000000000000000000000000000145,reliable
403.72,True,False,1016,0x0000000000000000000000000000000000000145,reliable
6891.54,True,False,940,0x0000000000000000000000000000000000000145,reliable
23602.19,True,False,865,0x0000000000000000000000000000000000000145,reliable
14285.44,True,False,829,0x0000000000000000000000000000000000000145,reliable
194351.56,True,False,801,0x0000000000000000000000000000000000000145,reliable
11729.4,True,False,661,0x0000000000000000000000000000000000000145,reliable
17863.67,True,False,615,0x0000000000000000000000000000000000000145,reliable
151.16,True,False,612,0x0000000000000000000000000000000000000145,reliable
2727.46,True,False,556,0x0000000000000000000000000000000000000145,reliable
793.7,True,False,535,0x0000000000000000000000000000000000000145,reliable
6679.92,False,False,445,0x0000000000000000000000000000000000000145,reliable
2779.73,True,False,420,0x0000000000000000000000000000000000000145,reliable
631.11,True,False,367,0x0000000000000000000000000000000000000145,reliable
3715.67,True,False,336,0x0000000000000000000000000000000000000145,reliable
1451.94,True,False,261,0x0000000000000000000000000000000000000145,reliable
3855.08,True,False,192,0x0000000000000000000000000000000000000145,reliable
517.77,True,False,156,0x0000000000000000000000000000000000000145,reliable
823.52,True,False,118,0x0000000000000000000000000000000000000145,reliable
2268.23,True,False,1182,0x0000000000000000000000000000000000000146,moderate
15610.22,True,False,797,0x0000000000000000000000000000000000000146,moderate
12206.31,True,False,229,0x0000000000000000000000000000000000000146,moderate
42622.78,True,False,1129,0x0000000000000000000000000000000000000147,reliable
1152.95,True,False,1125,0x0000000000000000000000000000000000000147,reliable
2135.45,True,False,1084,0x0000000000000000000000000000000000000147,reliable
14497.48,True,False,1076,0x0000000000000000000000000000000000000147,reliable
6397.47,True,False,1050,0x0000000000000000000000000000000000000147,reliable
28370.56,True,False,1032,0x0000000000000000000000000000000000000147,reliable
315.95,True,False,986,0x0000000000000000000000000000000000000147,reliable
113.13,True,False,971,0x0000000000000000000000000000000000000147,reliable
7030.61,True,False,908,0x0000000000000000000000000000000000000147,reliable
22081.37,True,False,657,0x0000000000000000000000000000000000000147,reliable
6422.72,True,False,602,0x0000000000000000000000000000000000000147,reliable
14548.28,True,False,579,0x0000000000000000000000000000000000000147,reliable
7703.51,True,False,564,0x0000000000000000000000000000000000000147,reliable
703.3,True,False,552,0x0000000000000000000000000000000000000147,reliable
6119.45,True,False,536,0x0000000000000000000000000000000000000147,reliable
35686.36,True,False,473,0x0000000000000000000000000000000000000147,reliable
1244.27,True,False,456,0x0000000000000000000000000000000000000147,reliable
13807.13,True,False,359,0x0000000000000000000000000000000000000147,reliable
2166.12,True,False,201,0x0000000000000000000000000000000000000147,reliable
167683.61,True,False,174,0x0000000000000000000000000000000000000147,reliable
1755.72,True,False,135,0x0000000000000000000000000000000000000147,reliable
38044.79,True,False,112,0x0000000000000000000000000000000000000147,reliable
187342.26,True,False,1179,0x0000000000000000000000000000000000000148,risky
8241.86,True,False,634,0x0000000000000000000000000000000000000148,risky
46047.35,True,False,528,0x0000000000000000000000000000000000000148,risky
180869.39,False,True,485,0x0000000000000000000000000000000000000148,risky
860.79,True,False,361,0x0000000000000000000000000000000000000148,risky
6349.14,True,False,352,0x0000000000000000000000000000000000000148,risky
936103.0,True,False,244,0x0000000000000000000000000000000000000148,risky
210.91,True,False,137,0x0000000000000000000000000000000000000148,risky
4645.18,True,False,147,0x0000000000000000000000000000000000000149,moderate
100193.55,True,False,814,0x000000000000000000000000000000000000014a,risky
3444.99,True,False,789,0x000000000000000000000000000000000000014a,risky
2524.74,False,True,620,0x000000000000000000000000000000000000014a,risky
448.29,True,False,366,0x000000000000000000000000000000000000014a,risky
504.38,True,False,19,0x000000000000000000000000000000000000014a,risky
185.89,True,False,358,0x000000000000000000000000000000000000014b,risky
24825.24,True,False,997,0x000000000000000000000000000000000000014c,moderate
8245.52,True,False,469,0x000000000000000000000000000000000000014c,moderate
712.04,True,False,373,0x000000000000000000000000000000000000014c,moderate
625.13,True,False,198,0x000000000000000000000000000000000000014c,moderate
4978.49,True,False,1176,0x000000000000000000000000000000000000014d,reliable
12344.59,True,False,1148,0x000000000000000000000000000000000000014d,reliable
13290.85,False,False,1143,0x000000000000000000000000000000000000014d,reliable
3034.63,True,False,1005,0x000000000000000000000000000000000000014d,reliable
55287.91,False,False,994,0x000000000000000000000000000000000000014d,reliable
13266.49,True,False,864,0x000000000000000000000000000000000000014d,reliable
1123266.85,True,False,785,0x000000000000000000000000000000000000014d,reliable
4131.8,True,False,774,0x000000000000000000000000000000000000014d,reliable
2686.35,True,False,613,0x000000000000000000000000000000000000014d,reliable
2867.71,True,False,610,0x000000000000000000000000000000000000014d,reliable
2552.63,True,False,553,0x000000000000000000000000000000000000014d,reliable
342.82,True,False,425,0x000000000000000000000000000000000000014d,reliable
5277.97,True,False,395,0x000000000000000000000000000000000000014d,reliable
327.38,True,False,384,0x000000000000000000000000000000000000014d,reliable
1157.35,True,False,340,0x000000000000000000000000000000000000014d,reliable
1623.04,True,False,169,0x000000000000000000000000000000000000014d,reliable
597.97,True,False,156,0x000000000000000000000000000000000000014d,reliable
7188.14,True,False,116,0x000000000000000000000000000000000000014d,reliable
68.25,True,False,93,0x000000000000000000000000000000000000014d,reliable
50.0,True,False,1093,0x000000000000000000000000000000000000014e,moderate
6839.5,True,False,1045,0x000000000000000000000000000000000000014e,moderate
50.0,True,False,1033,0x000000000000000000000000000000000000014e,moderate
204118.41,True,False,1001,0x000000000000000000000000000000000000014e,moderate
70959.6,True,False,829,0x000000000000000000000000000000000000014e,moderate
3922.52,True,False,267,0x000000000000000000000000000000000000014e,moderate
12254.48,True,False,1170,0x000000000000000000000000000000000000014f,reliable
8644.34,True,False,1105,0x000000000000000000000000000000000000014f,reliable
3085.88,True,False,1104,0x000000000000000000000000000000000000014f,reliable
451.21,True,False,1099,0x000000000000000000000000000000000000014f,reliable
8280.67,True,False,1085,0x000000000000000000000000000000000000014f,reliable
4113.06,True,False,921,0x000000000000000000000000000000000000014f,reliable
1017.77,True,False,802,0x000000000000000000000000000000000000014f,reliable
1015.68,True,False,782,0x000000000000000000000000000000000000014f,reliable
339.37,True,False,690,0x000000000000000000000000000000000000014f,reliable
4661.67,True,False,667,0x000000000000000000000000000000000000014f,reliable
8460.37,True,False,578,0x000000000000000000000000000000000000014f,reliable
10825.15,True,False,554,0x000000000000000000000000000000000000014f,reliable
788.58,True,False,508,0x000000000000000000000000000000000000014f,reliable
1055.18,True,False,483,0x000000000000000000000000000000000000014f,reliable
5504.7,True,False,478,0x000000000000000000000000000000000000014f,reliable
65.0,True,False,218,0x000000000000000000000000000000000000014f,reliable
6254.06,True,False,169,0x000000000000000000000000000000000000014f,reliable
1327.46,True,False,161,0x000000000000000000000000000000000000014f,reliable
266.13,True,False,158,0x000000000000000000000000000000000000014f,reliable
55794.21,True,False,141,0x000000000000000000000000000000000000014f,reliable
1705.27,True,False,25,0x000000000000000000000000000000000000014f,reliable
52.65,True,False,24,0x000000000000000000000000000000000000014f,reliable
22935.86,False,True,1171,0x0000000000000000000000000000000000000150,reliable
83375.37,True,False,983,0x0000000000000000000000000000000000000150,reliable
9296.21,True,False,975,0x0000000000000000000000000000000000000150,reliable
8685.83,True,False,881,0x0000000000000000000000000000000000000150,reliable
545.73,True,False,847,0x0000000000000000000000000000000000000150,reliable
1184.6,True,False,682,0x0000000000000000000000000000000000000150,reliable
39315.96,True,False,471,0x0000000000000000000000000000000000000150,reliable
17524.91,False,False,431,0x0000000000000000000000000000000000000150,reliable
197.54,True,False,412,0x0000000000000000000000000000000000000150,reliable
3517.04,False,False,330,0x0000000000000000000000000000000000000150,reliable
3400.64,False,True,264,0x0000000000000000000000000000000000000150,reliable
18246.2,True,False,67,0x0000000000000000000000000000000000000150,reliable
3345.24,True,False,53,0x0000000000000000000000000000000000000150,reliable
329.88,False,False,48,0x0000000000000000000000000000000000000150,reliable
15021.6,True,False,1187,0x0000000000000000000000000000000000000151,reliable
1676.3,True,False,1155,0x0000000000000000000000000000000000000151,reliable
1280.06,True,False,1108,0x0000000000000000000000000000000000000151,reliable
155680.19,True,False,1064,0x0000000000000000000000000000000000000151,reliable
6662.47,True,False,1062,0x0000000000000000000000000000000000000151,reliable
8212.52,True,False,1062,0x0000000000000000000000000000000000000151,reliable
674.11,True,False,1044,0x0000000000000000000000000000000000000151,reliable
1720.95,True,False,1029,0x0000000000000000000000000000000000000151,reliable
1544.21,True,False,941,0x0000000000000000000000000000000000000151,reliable
104.08,True,False,933,0x0000000000000000000000000000000000000151,reliable
10070.87,True,False,893,0x0000000000000000000000000000000000000151,reliable
135.54,True,False,744,0x0000000000000000000000000000000000000151,reliable
3434.78,True,False,731,0x0000000000000000000000000000000000000151,reliable
662.28,True,False,656,0x0000000000000000000000000000000000000151,reliable
16924.52,True,False,644,0x0000000000000000000000000000000000000151,reliable
2864.16,True,False,526,0x0000000000000000000000000000000000000151,reliable
1283.44,True,False,500,0x0000000000000000000000000000000000000151,reliable
264549.77,True,False,385,0x0000000000000000000000000000000000000151,reliable
17331.45,True,False,296,0x0000000000000000000000000000000000000151,reliable
1732.73,True,False,279,0x0000000000000000000000000000000000000151,reliable
332.64,True,False,249,0x0000000000000000000000000000000000000151,reliable
666.7,True,False,101,0x0000000000000000000000000000000000000151,reliable
668.34,True,False,1095,0x0000000000000000000000000000000000000152,moderate
90331.87,True,False,1052,0x0000000000000000000000000000000000000152,moderate
15500.03,True,False,950,0x0000000000000000000000000000000000000152,moderate
222.9,False,True,581,0x0000000000000000000000000000000000000152,moderate
11014.59,True,False,579,0x0000000000000000000000000000000000000152,moderate
4820.61,True,False,312,0x0000000000000000000000000000000000000152,moderate
7680.72,True,False,272,0x0000000000000000000000000000000000000152,moderate
3807.81,True,False,260,0x0000000000000000000000000000000000000152,moderate
3668.45,True,False,184,0x0000000000000000000000000000000000000152,moderate
8653.86,True,False,174,0x0000000000000000000000000000000000000152,moderate
321.28,True,False,138,0x0000000000000000000000000000000000000152,moderate
47640.83,True,False,52,0x0000000000000000000000000000000000000152,moderate
915.12,True,False,828,0x0000000000000000000000000000000000000153,moderate
1703.35,True,False,369,0x0000000000000000000000000000000000000153,moderate
9687.36,True,False,1198,0x0000000000000000000000000000000000000154,reliable
1093.68,True,False,1194,0x0000000000000000000000000000000000000154,reliable
2294.18,True,False,1184,0x0000000000000000000000000000000000000154,reliable
1375.78,False,False,1119,0x0000000000000000000000000000000000000154,reliable
882.19,True,False,1094,0x0000000000000000000000000000000000000154,reliable
4620.99,True,False,1049,0x0000000000000000000000000000000000000154,reliable
65082.95,True,False,959,0x0000000000000000000000000000000000000154,reliable
1443.98,True,False,921,0x0000000000000000000000000000000000000154,reliable
7859.66,True,False,849,0x0000000000000000000000000000000000000154,reliable
3973.37,True,False,773,0x0000000000000000000000000000000000000154,reliable
215.37,True,False,739,0x0000000000000000000000000000000000000154,reliable
25627.21,True,False,683,0x0000000000000000000000000000000000000154,reliable
13221.71,False,True,395,0x0000000000000000000000000000000000000154,reliable
562.07,True,False,266,0x0000000000000000000000000000000000000154,reliable
172508.31,True,False,207,0x0000000000000000000000000000000000000154,reliable
33475.37,True,False,166,0x0000000000000000000000000000000000000154,reliable
1562.55,True,False,85,0x0000000000000000000000000000000000000154,reliable
5572.92,True,False,31,0x0000000000000000000000000000000000000154,reliable
8282.4,True,False,1136,0x0000000000000000000000000000000000000155,reliable
4304.95,True,False,1083,0x0000000000000000000000000000000000000155,reliable
29268.81,True,False,952,0x0000000000000000000000000000000000000155,reliable
29982.84,True,False,821,0x0000000000000000000000000000000000000155,reliable
3564.43,True,False,754,0x0000000000000000000000000000000000000155,reliable
18278.8,True,False,752,0x0000000000000000000000000000000000000155,reliable
12283.49,True,False,659,0x0000000000000000000000000000000000000155,reliable
22489.0,True,False,627,0x0000000000000000000000000000000000000155,reliable
185.1,True,False,617,0x0000000000000000000000000000000000000155,reliable
566.15,True,False,608,0x0000000000000000000000000000000000000155,reliable
1138.13,True,False,478,0x0000000000000000000000000000000000000155,reliable
6593.76,False,False,374,0x0000000000000000000000000000000000000155,reliable
1672.51,True,False,252,0x0000000000000000000000000000000000000155,reliable
10584.44,True,False,66,0x0000000000000000000000000000000000000155,reliable
50.0,True,False,1144,0x0000000000000000000000000000000000000156,reliable
6728.61,True,False,1045,0x0000000000000000000000000000000000000156,reliable
856.42,True,False,1028,0x0000000000000000000000000000000000000156,reliable
395.33,True,False,724,0x0000000000000000000000000000000000000156,reliable
383.74,False,False,588,0x0000000000000000000000000000000000000156,reliable
468.38,True,False,554,0x0000000000000000000000000000000000000156,reliable
77788.49,True,False,306,0x0000000000000000000000000000000000000156,reliable
80158.87,True,False,241,0x0000000000000000000000000000000000000156,reliable
6312.34,True,False,103,0x0000000000000000000000000000000000000156,reliable
4118.46,True,False,962,0x0000000000000000000000000000000000000157,reliable
813.9,True,False,432,0x0000000000000000000000000000000000000157,reliable
102887.34,True,False,393,0x0000000000000000000000000000000000000157,reliable
689.23,True,False,276,0x0000000000000000000000000000000000000157,reliable
54970.34,True,False,1124,0x0000000000000000000000000000000000000158,reliable
2740.94,True,False,1088,0x0000000000000000000000000000000000000158,reliable
12446.62,True,False,963,0x0000000000000000000000000000000000000158,reliable
9141.2,False,False,716,0x0000000000000000000000000000000000000158,reliable
6675.91,True,False,634,0x0000000000000000000000000000000000000158,reliable
2728.02,False,False,577,0x0000000000000000000000000000000000000158,reliable
8845.3,True,False,403,0x0000000000000000000000000000000000000158,reliable
19854.63,True,False,389,0x0000000000000000000000000000000000000158,reliable
6297.09,False,True,376,0x0000000000000000000000000000000000000158,reliable
16027.98,True,False,329,0x0000000000000000000000000000000000000158,reliable
25629.26,True,False,328,0x0000000000000000000000000000000000000158,reliable
3377.9,True,False,188,0x0000000000000000000000000000000000000158,reliable
4250.16,True,False,163,0x0000000000000000000000000000000000000158,reliable
7767.33,True,False,158,0x0000000000000000000000000000000000000158,reliable
8158.08,True,False,1138,0x0000000000000000000000000000000000000159,risky
2299.84,False,True,833,0x0000000000000000000000000000000000000159,risky
6980.52,True,False,1118,0x000000000000000000000000000000000000015a,reliable
3194.67,True,False,1056,0x000000000000000000000000000000000000015a,reliable
9693.66,True,False,556,0x000000000000000000000000000000000000015a,reliable
5018.69,True,False,337,0x000000000000000000000000000000000000015a,reliable
645.65,True,False,186,0x000000000000000000000000000000000000015a,reliable
1202.48,True,False,175,0x000000000000000000000000000000000000015a,reliable
31341.41,True,False,106,0x000000000000000000000000000000000000015a,reliable
3564.7,True,False,88,0x000000000000000000000000000000000000015a,reliable
263587.59,True,False,75,0x000000000000000000000000000000000000015a,reliable
499.95,True,False,1198,0x000000000000000000000000000000000000015b,reliable
449.89,True,False,1110,0x000000000000000000000000000000000000015b,reliable
1014.24,True,False,1063,0x000000000000000000000000000000000000015b,reliable
9170.92,True,False,1062,0x000000000000000000000000000000000000015b,reliable
3019.64,True,False,946,0x000000000000000000000000000000000000015b,reliable
3794.79,True,False,933,0x000000000000000000000000000000000000015b,reliable
1446.81,True,False,877,0x000000000000000000000000000000000000015b,reliable
17803.38,True,False,775,0x000000000000000000000000000000000000015b,reliable
4463.32,True,False,680,0x000000000000000000000000000000000000015b,reliable
5697.16,True,False,598,0x000000000000000000000000000000000000015b,reliable
614.07,True,False,597,0x000000000000000000000000000000000000015b,reliable
794.15,True,False,571,0x000000000000000000000000000000000000015b,reliable
273.37,True,False,522,0x000000000000000000000000000000000000015b,reliable
1174.65,True,False,405,0x000000000000000000000000000000000000015b,reliable
949.51,True,False,373,0x000000000000000000000000000000000000015b,reliable
879.33,True,False,283,0x000000000000000000000000000000000000015b,reliable
12258.92,True,False,234,0x000000000000000000000000000000000000015b,reliable
6053.61,True,False,176,0x000000000000000000000000000000000000015b,reliable
1635.88,True,False,80,0x000000000000000000000000000000000000015b,reliable
79404.21,True,False,1193,0x000000000000000000000000000000000000015c,reliable
107023.13,True,False,1043,0x000000000000000000000000000000000000015c,reliable
4696.92,True,False,1043,0x000000000000000000000000000000000000015c,reliable
853.21,True,False,737,0x000000000000000000000000000000000000015c,reliable
8131.24,True,False,702,0x000000000000000000000000000000000000015c,reliable
34456.88,True,False,668,0x000000000000000000000000000000000000015c,reliable
5143.35,True,False,542,0x000000000000000000000000000000000000015c,reliable
2592.63,True,False,500,0x000000000000000000000000000000000000015c,reliable
169035.43,True,False,255,0x000000000000000000000000000000000000015c,reliable
8447.87,True,False,230,0x000000000000000000000000000000000000015c,reliable
2802.81,True,False,61,0x000000000000000000000000000000000000015c,reliable
42207.11,True,False,1198,0x000000000000000000000000000000000000015d,reliable
2903.21,True,False,1157,0x000000000000000000000000000000000000015d,reliable
24416.21,True,False,1103,0x000000000000000000000000000000000000015d,reliable
44938.97,True,False,887,0x000000000000000000000000000000000000015d,reliable
1341.22,True,False,867,0x000000000000000000000000000000000000015d,reliable
1022.04,True,False,847,0x000000000000000000000000000000000000015d,reliable
24649.0,True,False,770,0x000000000000000000000000000000000000015d,reliable
6257.37,True,False,698,0x000000000000000000000000000000000000015d,reliable
1571.91,True,False,626,0x000000000000000000000000000000000000015d,reliable
12648.47,False,False,585,0x000000000000000000000000000000000000015d,reliable
25416.21,True,False,513,0x000000000000000000000000000000000000015d,reliable
14213.63,True,False,93,0x000000000000000000000000000000000000015d,reliable
11016.62,True,False,92,0x000000000000000000000000000000000000015d,reliable
969.17,True,False,1182,0x000000000000000000000000000000000000015e,reliable
16427.17,True,False,1173,0x000000000000000000000000000000000000015e,reliable
225.87,True,False,1038,0x000000000000000000000000000000000000015e,reliable
26773.04,True,False,1036,0x000000000000000000000000000000000000015e,reliable
9420.89,True,False,1023,0x000000000000000000000000000000000000015e,reliable
462.97,True,False,947,0x000000000000000000000000000000000000015e,reliable
30613.94,True,False,837,0x000000000000000000000000000000000000015e,reliable
1459.94,True,False,741,0x000000000000000000000000000000000000015e,reliable
84687.63,True,False,431,0x000000000000000000000000000000000000015e,reliable
389.33,True,False,396,0x000000000000000000000000000000000000015e,reliable
478.66,True,False,164,0x000000000000000000000000000000000000015e,reliable
18592.0,True,False,138,0x000000000000000000000000000000000000015e,reliable
20419.96,True,False,62,0x000000000000000000000000000000000000015e,reliable
8050.39,True,False,1166,0x000000000000000000000000000000000000015f,reliable
29234.96,True,False,1076,0x000000000000000000000000000000000000015f,reliable
1018.78,True,False,1007,0x000000000000000000000000000000000000015f,reliable
14411.05,True,False,979,0x000000000000000000000000000000000000015f,reliable
924.42,False,False,898,0x000000000000000000000000000000000000015f,reliable
325.79,True,False,840,0x000000000000000000000000000000000000015f,reliable
1821.09,True,False,800,0x000000000000000000000000000000000000015f,reliable
113297.77,True,False,780,0x000000000000000000000000000000000000015f,reliable
464.02,True,False,746,0x000000000000000000000000000000000000015f,reliable
62.81,True,False,735,0x000000000000000000000000000000000000015f,reliable
44890.2,True,False,538,0x000000000000000000000000000000000000015f,reliable
2497.28,True,False,500,0x000000000000000000000000000000000000015f,reliable
72170.95,True,False,372,0x000000000000000000000000000000000000015f,reliable
4563.47,True,False,363,0x000000000000000000000000000000000000015f,reliable
15088.31,True,False,348,0x000000000000000000000000000000000000015f,reliable
999.28,True,False,310,0x000000000000000000000000000000000000015f,reliable
1715.73,True,False,272,0x000000000000000000000000000000000000015f,reliable
11686.4,True,False,209,0x000000000000000000000000000000000000015f,reliable
787.66,True,False,185,0x000000000000000000000000000000000000015f,reliable
991.61,True,False,101,0x000000000000000000000000000000000000015f,reliable
3197.12,True,False,80,0x000000000000000000000000000000000000015f,reliable
275.51,True,False,80,0x000000000000000000000000000000000000015f,reliable
7832.33,True,False,13,0x000000000000000000000000000000000000015f,reliable
692.92,True,False,1103,0x0000000000000000000000000000000000000160,reliable
23194.2,True,False,1003,0x0000000000000000000000000000000000000160,reliable
2375.81,True,False,960,0x0000000000000000000000000000000000000160,reliable
8625.79,True,False,909,0x0000000000000000000000000000000000000160,reliable
1240.12,True,False,671,0x0000000000000000000000000000000000000160,reliable
13533.91,True,False,614,0x0000000000000000000000000000000000000160,reliable
247.89,True,False,452,0x0000000000000000000000000000000000000160,reliable
3751.99,True,False,278,0x0000000000000000000000000000000000000160,reliable
33550.84,True,False,223,0x0000000000000000000000000000000000000160,reliable
142.21,True,False,171,0x0000000000000000000000000000000000000160,reliable
986.52,False,False,107,0x0000000000000000000000000000000000000160,reliable
5888.13,True,False,50,0x0000000000000000000000000000000000000160,reliable
2482.84,True,False,1156,0x0000000000000000000000000000000000000161,reliable
1916.66,True,False,1108,0x0000000000000000000000000000000000000161,reliable
1636.06,True,False,1030,0x0000000000000000000000000000000000000161,reliable
1090.26,True,False,929,0x0000000000000000000000000000000000000161,reliable
30606.46,True,False,728,0x0000000000000000000000000000000000000161,reliable
5760.81,True,False,450,0x0000000000000000000000000000000000000161,reliable
2169.25,True,False,439,0x0000000000000000000000000000000000000161,reliable
12041.56,True,False,375,0x0000000000000000000000000000000000000161,reliable
6985.87,True,False,318,0x0000000000000000000000000000000000000161,reliable
15458.34,True,False,226,0x0000000000000000000000000000000000000161,reliable
61071.87,True,False,1036,0x0000000000000000000000000000000000000162,moderate
17231.17,True,False,953,0x0000000000000000000000000000000000000162,moderate
63.19,True,False,891,0x0000000000000000000000000000000000000162,moderate
25751.5,True,False,688,0x0000000000000000000000000000000000000162,moderate
7912.29,True,False,508,0x0000000000000000000000000000000000000162,moderate
4209.97,True,False,264,0x0000000000000000000000000000000000000162,moderate
1520.82,True,False,255,0x0000000000000000000000000000000000000162,moderate
30353.39,True,False,246,0x0000000000000000000000000000000000000162,moderate
7748.17,True,False,1152,0x0000000000000000000000000000000000000163,reliable
2903.88,False,True,979,0x0000000000000000000000000000000000000163,reliable
1622.51,True,False,930,0x0000000000000000000000000000000000000163,reliable
32900.01,True,False,813,0x0000000000000000000000000000000000000163,reliable
954.51,True,False,762,0x0000000000000000000000000000000000000163,reliable
380.57,True,False,755,0x0000000000000000000000000000000000000163,reliable
14526.65,True,False,702,0x0000000000000000000000000000000000000163,reliable
4596.17,True,False,635,0x0000000000000000000000000000000000000163,reliable
7781.49,True,False,528,0x0000000000000000000000000000000000000163,reliable
1600.36,True,False,514,0x0000000000000000000000000000000000000163,reliable
9178.47,True,False,447,0x0000000000000000000000000000000000000163,reliable
716.78,True,False,384,0x0000000000000000000000000000000000000163,reliable
904.56,True,False,365,0x0000000000000000000000000000000000000163,reliable
59384.79,True,False,353,0x0000000000000000000000000000000000000163,reliable
30739.65,True,False,342,0x0000000000000000000000000000000000000163,reliable
1106.9,True,False,303,0x0000000000000000000000000000000000000163,reliable
5445.14,True,False,232,0x0000000000000000000000000000000000000163,reliable
9926.2,True,False,195,0x0000000000000000000000000000000000000163,reliable
18575.18,True,False,106,0x0000000000000000000000000000000000000163,reliable
31219.33,True,False,92,0x0000000000000000000000000000000000000163,reliable
1737.55,True,False,61,0x0000000000000000000000000000000000000163,reliable
3780.76,True,False,1161,0x0000000000000000000000000000000000000164,moderate
35091.52,True,False,892,0x0000000000000000000000000000000000000164,moderate
2683.29,True,False,865,0x0000000000000000000000000000000000000164,moderate
1330.75,True,False,740,0x0000000000000000000000000000000000000164,moderate
1664.8,True,False,1126,0x0000000000000000000000000000000000000165,reliable
17221.44,True,False,1063,0x0000000000000000000000000000000000000165,reliable
4023.5,True,False,991,0x0000000000000000000000000000000000000165,reliable
73.11,True,False,939,0x0000000000000000000000000000000000000165,reliable
19521.77,True,False,937,0x0000000000000000000000000000000000000165,reliable
889.36,True,False,917,0x0000000000000000000000000000000000000165,reliable
11739.13,True,False,609,0x0000000000000000000000000000000000000165,reliable
105.55,True,False,522,0x0000000000000000000000000000000000000165,reliable
766.86,True,False,517,0x0000000000000000000000000000000000000165,reliable
14055.43,True,False,489,0x0000000000000000000000000000000000000165,reliable
5249.0,True,False,441,0x0000000000000000000000000000000000000165,reliable
3539.0,True,False,394,0x0000000000000000000000000000000000000165,reliable
260.74,True,False,351,0x0000000000000000000000000000000000000165,reliable
21886.66,True,False,285,0x0000000000000000000000000000000000000165,reliable
4909.04,True,False,252,0x0000000000000000000000000000000000000165,reliable
332.53,True,False,240,0x0000000000000000000000000000000000000165,reliable
29166.26,True,False,180,0x0000000000000000000000000000000000000165,reliable
165.89,True,False,154,0x0000000000000000000000000000000000000165,reliable
