wallet_id,wallet_type,wallet_age_days,total_loans,n_repaid,n_liquidated,repayment_rate,total_volume_usd,max_loan_usd,weighted_score,recency_weighted_score,protocol_diversity,avg_health_factor,default_label,default_prob,base_collateral,score_tier
0x0000000000000000000000000000000000000335,reliable,815,21,20,0,0.9524,324019.74,221064.67,3671183.33,725238.737,8,2.135,0,0.08124691292826643,1.1231,Excellent
0x0000000000000000000000000000000000000336,reliable,1159,24,24,0,1.0,366638.03,161820.31,3908107.91,1481737.4584,5,1.957,0,0.002826769007349056,1.0525,Excellent
0x0000000000000000000000000000000000000337,moderate,425,11,11,0,1.0,90185.96,39090.71,891915.68,293573.7985,3,1.246,0,0.07995048414918543,1.122,Excellent
0x0000000000000000000000000000000000000338,risky,447,5,2,3,0.4,139493.39,58480.65,441294.62,113754.1494,3,0.927,0,0.991958414309474,1.5,Poor
0x0000000000000000000000000000000000000339,reliable,320,7,7,0,1.0,71724.72,52441.33,727152.84,481638.0146,2,1.756,0,0.022010426596200342,1.0698,Excellent
0x000000000000000000000000000000000000033a,reliable,756,4,3,1,0.75,29725.19,14133.93,236843.06,57934.6919,3,1.675,0,0.6089246762299106,1.5,Poor
0x000000000000000000000000000000000000033b,reliable,65,9,9,0,1.0,63742.2,25125.81,604690.47,153705.86,3,1.522,0,0.09205688201944211,1.1329,Excellent
0x000000000000000000000000000000000000033c,reliable,601,4,4,0,1.0,44916.62,28718.45,435293.49,95873.1704,1,2.258,0,0.0725435310921481,1.1153,Excellent
0x000000000000000000000000000000000000033d,risky,1089,8,6,2,0.75,223188.13,142842.38,1741094.88,182697.9867,2,0.914,0,0.8873512762810035,1.5,Poor
0x000000000000000000000000000000000000033e,moderate,1121,14,13,1,0.9286,570373.49,354303.79,6783287.25,1447914.6284,1,1.434,0,0.012362975450970103,1.0611,Excellent
0x000000000000000000000000000000000000033f,reliable,946,18,18,0,1.0,163471.33,57205.58,1654688.59,287719.2054,3,2.319,0,0.13729276563123277,1.1736,Good
0x0000000000000000000000000000000000000340,moderate,219,7,6,0,0.8571,98722.7,36510.39,678852.48,279583.4971,1,1.245,0,0.12817078974890722,1.1654,Good
0x0000000000000000000000000000000000000341,reliable,260,24,22,2,0.9167,552502.52,226756.36,1519858.47,491882.8814,5,1.754,1,0.711263440308499,1.5,Poor
0x0000000000000000000000000000000000000342,reliable,275,23,22,0,0.9565,312667.49,129244.02,2861884.6,368713.196,2,2.234,0,0.19938399947736843,1.2294,Good
0x0000000000000000000000000000000000000343,moderate,705,12,12,0,1.0,335385.87,232690.76,3877993.43,360657.4132,1,1.166,0,0.14314110143974806,1.1788,Good
0x0000000000000000000000000000000000000344,moderate,372,1,1,0,1.0,341.28,341.28,1991.58,1090.0138,3,1.332,0,0.0918810726648632,1.1327,Excellent
0x0000000000000000000000000000000000000345,reliable,38,22,21,0,0.9545,406884.36,216025.42,4482681.99,671493.5363,3,2.387,0,0.0710835650993214,1.114,Excellent
0x0000000000000000000000000000000000000346,reliable,1191,6,6,0,1.0,27984.7,12052.75,243776.25,29973.7774,3,1.443,0,0.16206877113405316,1.1959,Good
0x0000000000000000000000000000000000000347,reliable,671,11,11,0,1.0,76981.25,42478.55,743682.94,143496.2625,8,2.491,0,0.12014463503858579,1.1581,Good
0x0000000000000000000000000000000000000348,reliable,471,3,3,0,1.0,322856.64,320579.42,4081251.3,1534671.1538,8,2.484,0,0.0004135922709047997,1.0504,Excellent
0x0000000000000000000000000000000000000349,reliable,652,8,8,0,1.0,212458.29,101579.55,2341581.48,701054.7419,7,1.476,0,0.01503400700994956,1.0635,Excellent
0x000000000000000000000000000000000000034a,reliable,301,17,14,0,0.8235,353957.81,107182.81,2245555.95,784178.3848,1,1.766,0,0.05607148012759009,1.1005,Excellent
0x000000000000000000000000000000000000034b,reliable,697,22,22,0,1.0,412759.98,190779.39,4591225.03,1788542.8452,8,1.494,0,0.0007046676393995815,1.0506,Excellent
0x000000000000000000000000000000000000034c,reliable,379,13,12,0,0.9231,528082.65,285589.58,5863941.93,1299642.3004,3,1.649,0,0.004894424750025026,1.0544,Excellent
0x000000000000000000000000000000000000034d,moderate,1078,2,2,0,1.0,52665.23,52615.23,572165.18,169623.6463,1,1.364,0,0.07496770845818791,1.1175,Excellent
0x000000000000000000000000000000000000034e,reliable,315,3,3,0,1.0,2539.88,1598.63,17611.92,8357.0583,7,2.115,0,0.08847287383512141,1.1296,Excellent
0x000000000000000000000000000000000000034f,moderate,781,11,11,0,1.0,252925.41,110593.54,2705883.96,692891.6063,3,1.373,0,0.021537779362016167,1.0694,Excellent
0x0000000000000000000000000000000000000350,moderate,835,13,12,1,0.9231,425822.28,124863.82,4600329.36,1321909.343,2,1.642,0,0.007120156093260278,1.0564,Excellent
0x0000000000000000000000000000000000000351,risky,868,2,1,1,0.5,2630.72,1705.31,-23.76,5456.1492,2,0.953,1,0.9129711731601861,1.5,Poor
0x0000000000000000000000000000000000000352,reliable,723,13,13,0,1.0,68890.53,29235.44,658247.68,105942.7777,7,2.454,0,0.157293456608514,1.1916,Good
0x0000000000000000000000000000000000000353,moderate,1000,12,12,0,1.0,131089.43,52477.56,1300606.45,147919.9718,2,1.117,0,0.19343892031354024,1.2241,Good
0x0000000000000000000000000000000000000354,reliable,1044,9,9,0,1.0,38992.2,20300.22,354208.27,40904.4311,1,2.434,0,0.14553181686674702,1.181,Good
0x0000000000000000000000000000000000000355,reliable,659,24,24,0,1.0,286215.12,119850.53,3003131.18,699880.0138,4,2.37,0,0.05016655032838556,1.0951,Excellent
0x0000000000000000000000000000000000000356,reliable,515,16,16,0,1.0,205430.22,91015.78,2172735.26,1147676.9043,3,2.154,0,0.0031639871282723516,1.0528,Excellent
0x0000000000000000000000000000000000000357,moderate,75,5,4,1,0.8,19796.2,8097.0,60315.52,23646.8453,2,1.481,1,0.5311265834316574,1.5,Poor
0x0000000000000000000000000000000000000358,reliable,130,23,22,0,0.9565,979023.68,626895.6,10505844.16,2379495.18,5,2.287,0,0.00026236961029483326,1.0502,Excellent
0x0000000000000000000000000000000000000359,reliable,760,14,14,0,1.0,100602.45,28876.57,966811.38,285111.4012,5,2.451,0,0.08424025866239582,1.1258,Excellent
0x000000000000000000000000000000000000035a,reliable,226,21,21,0,1.0,128362.67,37493.38,1205750.34,526060.9386,7,1.863,0,0.06077823372025655,1.1047,Excellent
0x000000000000000000000000000000000000035b,reliable,885,22,22,0,1.0,86458.7,19697.29,749162.03,228592.1713,7,1.59,0,0.25138205460542157,1.2762,Fair
0x000000000000000000000000000000000000035c,moderate,34,1,1,0,1.0,16980.94,16980.94,165392.75,93290.6824,3,1.101,0,0.06413803328928741,1.1077,Excellent
0x000000000000000000000000000000000000035d,moderate,1068,5,5,0,1.0,45487.82,39149.2,462342.39,196134.9719,3,1.282,0,0.08703181182136896,1.1283,Excellent
0x000000000000000000000000000000000000035e,moderate,799,6,6,0,1.0,73595.31,43722.14,736164.42,515441.5661,1,1.208,0,0.02319455741014719,1.0709,Excellent
0x000000000000000000000000000000000000035f,risky,406,1,1,0,1.0,2232.25,2232.25,17213.36,15725.3587,3,1.156,0,0.09273051969196736,1.1335,Excellent
0x0000000000000000000000000000000000000360,reliable,1134,6,5,0,0.8333,45110.85,35944.51,435016.73,98030.3432,1,2.025,0,0.27535517721296404,1.2978,Fair
0x0000000000000000000000000000000000000361,reliable,117,5,5,0,1.0,41978.97,20522.18,389829.89,74266.5088,8,2.205,0,0.07979581054254063,1.1218,Excellent
0x0000000000000000000000000000000000000362,reliable,567,5,5,0,1.0,37516.78,18766.9,352392.09,132834.3707,4,2.399,0,0.06505116449406234,1.1085,Excellent
0x0000000000000000000000000000000000000363,moderate,561,7,7,0,1.0,174222.42,134847.69,1947673.63,273091.82,1,1.377,0,0.085376933761392,1.1268,Excellent
0x0000000000000000000000000000000000000364,moderate,489,9,9,0,1.0,65731.63,36213.42,638669.44,183389.9418,1,1.665,0,0.0915062270587053,1.1324,Excellent
0x0000000000000000000000000000000000000365,reliable,98,5,4,0,0.8,110620.06,63068.21,869893.52,85050.7133,5,2.1,0,0.2660385026435695,1.2894,Fair
0x0000000000000000000000000000000000000366,moderate,1023,7,7,0,1.0,114318.32,90622.72,1238103.02,90548.7063,2,1.361,0,0.173855281266211,1.2065,Good
0x0000000000000000000000000000000000000367,reliable,178,4,4,0,1.0,44252.46,21242.21,423290.15,23013.6996,8,2.153,0,0.09338609843860825,1.134,Excellent
0x0000000000000000000000000000000000000368,reliable,652,23,22,0,0.9565,205002.52,62993.11,2064523.72,426270.3791,2,2.054,0,0.15343675194173256,1.1881,Good
0x0000000000000000000000000000000000000369,moderate,1124,14,13,0,0.9286,266180.93,159810.48,2405644.6,299404.4318,2,1.644,0,0.24501676424021152,1.2705,Fair
0x000000000000000000000000000000000000036a,reliable,198,12,10,1,0.8333,155120.2,71728.27,1601131.97,374882.914,6,1.474,0,0.34896701457006385,1.3641,Fair
0x000000000000000000000000000000000000036b,risky,84,6,3,2,0.5,656658.14,345670.74,3565733.19,2107009.6522,3,1.082,0,0.011331667098507385,1.0602,Excellent
0x000000000000000000000000000000000000036c,reliable,644,12,11,0,0.9167,82430.35,30744.05,655418.74,163183.8813,3,1.779,0,0.20697438804239238,1.2363,Fair
0x000000000000000000000000000000000000036d,reliable,338,9,9,0,1.0,135095.32,62143.64,1411348.36,297116.1424,2,1.935,0,0.05660913036222086,1.1009,Excellent
0x000000000000000000000000000000000000036e,reliable,1176,14,13,1,0.9286,206354.59,92888.02,1082334.92,221457.4432,4,1.759,0,0.47951958264172173,1.4816,Poor
0x000000000000000000000000000000000000036f,moderate,1191,5,3,0,0.6,188705.99,164644.32,1931760.26,97274.7144,1,1.654,0,0.7568472502823809,1.5,Poor
0x0000000000000000000000000000000000000370,reliable,956,11,10,1,0.9091,216857.76,60458.68,2249487.49,460474.6439,5,1.759,0,0.18757232071354113,1.2188,Good
0x0000000000000000000000000000000000000371,reliable,1036,4,4,0,1.0,3282.99,2545.93,24087.69,3014.3193,8,2.19,0,0.12375548963969707,1.1614,Good
0x0000000000000000000000000000000000000372,moderate,413,5,4,0,0.8,17068.07,9837.05,9852.4,12277.5791,2,1.643,0,0.33267794543280754,1.3494,Fair
0x0000000000000000000000000000000000000373,moderate,187,8,8,0,1.0,42343.11,20396.33,387025.07,116443.0342,1,1.245,0,0.10542064267158308,1.1449,Good
0x0000000000000000000000000000000000000374,moderate,607,5,5,0,1.0,117362.23,67870.22,1237317.56,238571.7433,1,1.593,0,0.06190691236939931,1.1057,Excellent
0x0000000000000000000000000000000000000375,risky,87,6,5,1,0.8333,76759.35,61943.7,783148.92,86627.1615,3,0.971,0,0.527097297716896,1.5,Poor
0x0000000000000000000000000000000000000376,moderate,203,3,3,0,1.0,51915.29,37566.09,527967.96,113312.5352,2,1.367,0,0.07326498991423055,1.1159,Excellent
0x0000000000000000000000000000000000000377,reliable,878,8,8,0,1.0,167122.59,56206.66,1727398.54,211206.8314,1,2.336,0,0.07611872097100288,1.1185,Excellent
0x0000000000000000000000000000000000000378,reliable,720,23,23,0,1.0,258075.07,35857.97,2526711.8,760165.1374,3,1.75,0,0.03143462129956442,1.0783,Excellent
0x0000000000000000000000000000000000000379,moderate,429,9,8,1,0.8889,103218.79,47663.86,1004017.61,301707.4586,3,1.191,0,0.2846121605978924,1.3062,Fair
0x000000000000000000000000000000000000037a,reliable,1126,5,5,0,1.0,54399.17,21361.7,512598.08,162409.6091,6,1.429,0,0.09530301302738481,1.1358,Excellent
0x000000000000000000000000000000000000037b,risky,834,1,1,0,1.0,1303.67,1303.67,9352.14,1908.9714,3,1.264,0,0.10897591172766234,1.1481,Good
0x000000000000000000000000000000000000037c,reliable,534,24,22,0,0.9167,244188.01,85654.54,2219306.17,388143.4248,5,1.774,0,0.2679164417099219,1.2911,Fair
0x000000000000000000000000000000000000037d,moderate,1045,14,13,1,0.9286,117385.24,47766.25,1101610.94,466028.5937,1,1.686,0,0.19808447702644638,1.2283,Good
0x000000000000000000000000000000000000037e,reliable,1034,10,9,0,0.9,134337.52,73085.98,1343739.48,415440.4674,1,2.445,0,0.07963208496936929,1.1217,Excellent
0x000000000000000000000000000000000000037f,reliable,1044,11,10,1,0.9091,102162.62,48300.21,225532.08,-97599.8243,8,1.555,1,0.743636010627403,1.5,Poor
0x0000000000000000000000000000000000000380,moderate,50,10,9,0,0.9,184523.24,74168.72,1897557.94,1257472.3874,3,1.396,0,0.002183257326059941,1.052,Excellent
0x0000000000000000000000000000000000000381,moderate,552,4,4,0,1.0,28984.55,10234.6,259744.39,37626.0095,3,1.531,0,0.10629856086112717,1.1457,Good
0x0000000000000000000000000000000000000382,reliable,212,3,3,0,1.0,193246.4,186336.29,2317687.61,810415.1078,4,1.53,0,0.00659169877288954,1.0559,Excellent
0x0000000000000000000000000000000000000383,reliable,1186,4,4,0,1.0,128752.8,106524.17,1449681.06,723737.739,6,2.075,0,0.009580842981372772,1.0586,Excellent
0x0000000000000000000000000000000000000384,reliable,610,17,17,0,1.0,386134.12,201813.48,4345925.86,673809.9552,2,1.862,0,0.045315232818120145,1.0908,Excellent
0x0000000000000000000000000000000000000385,reliable,529,8,8,0,1.0,63487.01,19895.08,596481.03,197306.1793,6,2.415,0,0.06586440909807725,1.1093,Excellent
0x0000000000000000000000000000000000000386,reliable,370,17,16,0,0.9412,204522.33,65643.07,1921450.59,1194930.8815,1,1.431,0,0.0043418412374481,1.0539,Excellent
0x0000000000000000000000000000000000000387,moderate,304,4,4,0,1.0,83426.85,64815.2,887121.92,129247.0962,1,1.273,0,0.08647960263707724,1.1278,Excellent
0x0000000000000000000000000000000000000388,reliable,644,13,12,0,0.9231,119141.18,72353.54,1002723.4,233377.5348,2,2.124,0,0.17385414936580812,1.2065,Good
0x0000000000000000000000000000000000000389,reliable,145,16,16,0,1.0,140429.39,43550.99,1367276.79,339659.576,5,1.496,0,0.09019497331507702,1.1312,Excellent
0x000000000000000000000000000000000000038a,moderate,859,13,13,0,1.0,779877.3,450013.11,9595053.91,978348.0751,1,1.399,0,0.027681837359816844,1.0749,Excellent
0x000000000000000000000000000000000000038b,reliable,1128,18,17,0,0.9444,328163.05,70718.7,3363214.81,639762.3224,8,2.301,0,0.05716919950402849,1.1015,Excellent
0x000000000000000000000000000000000000038c,reliable,323,12,11,0,0.9167,699409.76,552614.83,8839733.88,4308316.0158,8,2.169,0,2.361620045645036e-08,1.05,Excellent
0x000000000000000000000000000000000000038d,risky,1041,1,1,0,1.0,57877.01,57877.01,634684.66,268500.9115,1,1.208,0,0.04824006577989419,1.0934,Excellent
0x000000000000000000000000000000000000038e,reliable,892,3,3,0,1.0,84327.05,60461.32,895552.09,317272.4514,8,2.019,0,0.03933576221128328,1.0854,Excellent
0x000000000000000000000000000000000000038f,reliable,554,24,24,0,1.0,393881.39,102352.22,4127676.63,829915.4352,3,1.436,0,0.034119356303362935,1.0807,Excellent
0x0000000000000000000000000000000000000390,reliable,773,21,19,1,0.9048,328907.11,154681.2,3413810.06,736897.6263,6,2.214,0,0.1766222895013607,1.209,Good
0x0000000000000000000000000000000000000391,moderate,531,1,1,0,1.0,635.82,635.82,4105.16,3361.0237,3,1.649,0,0.0879148367340926,1.1291,Excellent
0x0000000000000000000000000000000000000392,reliable,385,18,16,1,0.8889,273040.16,154376.99,2753156.13,421444.0003,6,1.572,0,0.43068457085749856,1.4376,Poor
0x0000000000000000000000000000000000000393,reliable,669,20,18,0,0.9,298440.54,143875.95,3145328.93,386541.2401,8,1.55,0,0.2962071761822698,1.3166,Fair
0x0000000000000000000000000000000000000394,reliable,923,4,4,0,1.0,90808.62,81674.16,998802.86,92791.7926,3,1.595,0,0.12187786596089262,1.1597,Good
0x0000000000000000000000000000000000000395,moderate,423,6,4,1,0.6667,18976.99,10940.02,14237.98,9600.0183,3,1.553,0,0.7854535373349917,1.5,Poor
0x0000000000000000000000000000000000000396,reliable,607,8,8,0,1.0,82537.82,44225.06,813257.31,177327.8023,6,1.524,0,0.10280305039739611,1.1425,Good
0x0000000000000000000000000000000000000397,reliable,572,16,16,0,1.0,88508.26,18073.49,804384.95,167220.4692,2,1.991,0,0.15430384786130788,1.1889,Good
0x0000000000000000000000000000000000000398,reliable,358,6,5,0,0.8333,16166.84,7366.05,36440.84,28016.1791,1,2.058,0,0.25598758272850847,1.2804,Fair
0x0000000000000000000000000000000000000399,reliable,240,16,16,0,1.0,172345.85,56734.95,1726600.76,457804.4524,5,1.509,0,0.06037380345113263,1.1043,Excellent
0x000000000000000000000000000000000000039a,reliable,756,21,21,0,1.0,546962.16,254489.47,6199702.22,2150172.8162,1,1.541,0,0.0001536223390320834,1.0501,Excellent
0x000000000000000000000000000000000000039b,moderate,669,2,2,0,1.0,34402.18,20005.74,335976.45,92406.6108,2,1.336,0,0.08104023396928435,1.1229,Excellent
0x000000000000000000000000000000000000039c,reliable,775,19,17,0,0.8947,475673.06,200857.03,1279843.54,982282.0572,5,1.862,0,0.03213186014440254,1.0789,Excellent
0x000000000000000000000000000000000000039d,risky,1010,2,2,0,1.0,14593.71,12353.2,133674.1,27959.2236,1,0.96,0,0.1243307349363671,1.1619,Good
0x000000000000000000000000000000000000039e,reliable,803,19,19,0,1.0,240083.02,102658.34,2506800.04,498332.1781,5,1.968,0,0.08317240746322457,1.1249,Excellent
0x000000000000000000000000000000000000039f,moderate,1181,13,13,0,1.0,124357.2,67346.08,1270048.04,164331.1684,2,1.445,0,0.20043058832330582,1.2304,Fair
0x00000000000000000000000000000000000003a0,risky,270,7,4,2,0.5714,228489.89,131409.3,-145928.69,-358387.3251,1,1.089,1,0.994003232217651,1.5,Poor
0x00000000000000000000000000000000000003a1,risky,1182,2,2,0,1.0,42458.26,23365.21,423234.44,55217.9665,3,0.92,0,0.12764167201574933,1.1649,Good
0x00000000000000000000000000000000000003a2,reliable,67,15,13,1,0.8667,135041.14,60098.5,1264933.92,138377.4747,4,1.882,0,0.5535599783309015,1.5,Poor
0x00000000000000000000000000000000000003a3,reliable,382,21,18,2,0.8571,186259.74,101315.76,1756432.76,132702.981,6,2.156,0,0.8842793078052457,1.5,Poor
0x00000000000000000000000000000000000003a4,reliable,1197,9,9,0,1.0,32961.48,16324.2,289863.73,54344.8645,6,1.692,0,0.18505008685431515,1.2165,Good
0x00000000000000000000000000000000000003a5,reliable,992,7,7,0,1.0,100597.47,66970.34,1045804.97,294284.8261,2,2.388,0,0.05372368771417092,1.0984,Excellent
0x00000000000000000000000000000000000003a6,reliable,975,18,17,0,0.9444,188124.44,41892.15,1482795.76,510107.0787,3,2.253,0,0.07814022010045987,1.1203,Excellent
0x00000000000000000000000000000000000003a7,moderate,968,2,2,0,1.0,19185.16,11939.66,176485.99,25693.8976,1,1.584,0,0.10419900396428197,1.1438,Good
0x00000000000000000000000000000000000003a8,moderate,708,10,8,1,0.8,110276.15,45735.01,967061.02,106484.5719,2,1.199,0,0.6663722230272772,1.5,Poor
0x00000000000000000000000000000000000003a9,moderate,781,8,7,0,0.875,139601.41,66799.7,1448165.6,410205.7809,3,1.124,0,0.10694699820345611,1.1463,Good
0x00000000000000000000000000000000000003aa,reliable,1135,15,14,1,0.9333,244482.67,88354.42,2550468.67,709886.3,4,1.759,0,0.1010043155092643,1.1409,Good
0x00000000000000000000000000000000000003ab,reliable,971,22,21,0,0.9545,262886.27,83931.07,2724328.35,414004.4366,4,2.459,0,0.16391879917562557,1.1975,Good
0x00000000000000000000000000000000000003ac,moderate,449,6,6,0,1.0,142119.01,75232.53,1518307.57,445315.981,1,1.544,0,0.02814106008002456,1.0753,Excellent
0x00000000000000000000000000000000000003ad,reliable,316,13,11,2,0.8462,153040.37,39091.3,1426011.53,155692.8356,4,1.831,0,0.7437005098018562,1.5,Poor
0x00000000000000000000000000000000000003ae,reliable,1191,6,6,0,1.0,42617.15,31255.64,413818.52,333201.2764,3,2.062,0,0.04382738522793114,1.0894,Excellent
0x00000000000000000000000000000000000003af,reliable,62,5,4,0,0.8,32509.47,12642.57,288447.44,37474.5066,4,2.353,0,0.24767550466209315,1.2729,Fair
0x00000000000000000000000000000000000003b0,moderate,291,6,6,0,1.0,254595.72,232050.63,3057017.0,350405.5727,3,1.493,0,0.07415522130884557,1.1167,Excellent
0x00000000000000000000000000000000000003b1,reliable,137,7,7,0,1.0,91143.12,63920.53,955778.46,549690.711,8,1.693,0,0.017973445507491182,1.0662,Excellent
0x00000000000000000000000000000000000003b2,reliable,191,23,22,0,0.9565,320465.79,140876.73,2783839.28,563004.5511,7,1.716,0,0.12060841339021458,1.1585,Good
0x00000000000000000000000000000000000003b3,moderate,510,9,8,1,0.8889,38339.55,9889.99,292392.16,139152.1001,2,1.229,0,0.4115976836810398,1.4204,Poor
0x00000000000000000000000000000000000003b4,moderate,838,9,9,0,1.0,328325.89,121103.73,3672168.91,1379153.6011,3,1.46,0,0.0009449970146881199,1.0509,Excellent
0x00000000000000000000000000000000000003b5,moderate,748,11,9,1,0.8182,409016.01,220253.73,4155087.23,880443.8022,1,1.448,0,0.1080524625771839,1.1472,Good
0x00000000000000000000000000000000000003b6,moderate,533,13,11,2,0.8462,240405.65,147110.59,1677883.7,728816.6791,3,1.356,0,0.30906323294149435,1.3282,Fair
0x00000000000000000000000000000000000003b7,moderate,1054,9,7,2,0.7778,97169.67,37469.4,361812.98,113597.486,3,1.388,1,0.8477978356953199,1.5,Poor
0x00000000000000000000000000000000000003b8,reliable,875,14,14,0,1.0,242981.77,143290.99,2657946.49,1673836.176,8,1.48,0,0.000492804565763239,1.0504,Excellent
0x00000000000000000000000000000000000003b9,reliable,297,14,13,0,0.9286,165442.62,78325.58,1672568.22,638295.0628,1,1.989,0,0.03397151159962566,1.0806,Excellent
0x00000000000000000000000000000000000003ba,reliable,1063,14,14,0,1.0,213036.36,88752.45,2183465.21,566695.2667,8,1.643,0,0.048551526879763135,1.0937,Excellent
0x00000000000000000000000000000000000003bb,reliable,534,13,11,1,0.8462,170853.51,64902.65,300303.64,127542.08,5,2.173,1,0.581339463286258,1.5,Poor
0x00000000000000000000000000000000000003bc,reliable,394,5,5,0,1.0,67795.66,63424.83,732553.84,178877.2251,7,2.024,0,0.06961312948777187,1.1127,Excellent
0x00000000000000000000000000000000000003bd,moderate,457,12,12,0,1.0,287012.29,226854.97,3368154.75,1965295.4333,3,1.491,0,0.00012598662380840033,1.0501,Excellent
0x00000000000000000000000000000000000003be,reliable,715,19,16,2,0.8421,225872.06,56874.24,1417020.71,311963.4957,8,1.972,0,0.768571941920881,1.5,Poor
0x00000000000000000000000000000000000003bf,reliable,124,12,12,0,1.0,302979.93,220231.69,3526137.63,1519557.0507,1,1.468,0,0.0007430916267784275,1.0507,Excellent
0x00000000000000000000000000000000000003c0,moderate,324,3,3,0,1.0,18761.44,16958.4,177421.03,94001.4104,1,1.233,0,0.07842259379613319,1.1206,Excellent
0x00000000000000000000000000000000000003c1,reliable,1069,15,15,0,1.0,132640.89,39610.51,1288811.47,334525.2054,2,1.652,0,0.1039079081673466,1.1435,Good
0x00000000000000000000000000000000000003c2,moderate,719,3,3,0,1.0,19404.79,13621.16,176158.05,15089.8732,1,1.276,0,0.11903025215086123,1.1571,Good
0x00000000000000000000000000000000000003c3,reliable,81,6,6,0,1.0,83347.67,72971.52,902909.68,101968.8276,8,2.349,0,0.08903164063676185,1.1301,Excellent
0x00000000000000000000000000000000000003c4,moderate,1075,13,13,0,1.0,155869.12,103305.69,1665457.96,1156508.1106,2,1.208,0,0.003906727157115513,1.0535,Excellent
0x00000000000000000000000000000000000003c5,reliable,1179,23,23,0,1.0,325821.75,103591.33,3444241.55,1029848.9273,7,1.715,0,0.016296882140023883,1.0647,Excellent
0x00000000000000000000000000000000000003c6,moderate,334,12,10,2,0.8333,461123.43,196457.17,1652427.13,444184.9944,2,1.136,1,0.6466962593050418,1.5,Poor
0x00000000000000000000000000000000000003c7,risky,163,1,0,1,0.0,986682.8,986682.8,-6809149.76,-2617194.3271,1,1.187,1,0.9999999988125459,1.5,Poor
0x00000000000000000000000000000000000003c8,reliable,957,6,5,0,0.8333,26318.06,16682.92,236495.42,124056.1644,1,2.484,0,0.2038015350166164,1.2334,Fair
0x00000000000000000000000000000000000003c9,reliable,431,19,17,0,0.8947,163711.98,132185.8,1801522.69,479904.5679,5,1.692,0,0.17460572606445154,1.2071,Good
0x00000000000000000000000000000000000003ca,reliable,842,22,21,0,0.9545,249814.63,70256.59,1378512.74,313037.2862,5,1.457,0,0.27593449055608266,1.2983,Fair
0x00000000000000000000000000000000000003cb,reliable,221,22,22,0,1.0,271291.71,139342.07,2895600.06,812605.85,7,2.32,0,0.025572948041427995,1.073,Excellent
0x00000000000000000000000000000000000003cc,reliable,801,12,12,0,1.0,168736.63,90575.83,1781008.29,1077315.0013,3,1.561,0,0.003945743815548269,1.0536,Excellent
0x00000000000000000000000000000000000003cd,reliable,869,21,19,2,0.9048,804601.44,258065.78,9076531.04,2635236.5642,3,2.026,0,0.00021875307246533018,1.0502,Excellent
0x00000000000000000000000000000000000003ce,reliable,305,6,6,0,1.0,17767.8,7640.42,150691.11,61720.3996,5,1.983,0,0.09471005802387027,1.1352,Excellent
0x00000000000000000000000000000000000003cf,reliable,826,4,3,0,0.75,44447.64,36079.81,-119858.15,6555.2904,8,1.623,0,0.4803658006872376,1.4823,Poor
0x00000000000000000000000000000000000003d0,moderate,899,4,4,0,1.0,68027.99,48975.32,703685.69,196079.7966,1,1.249,0,0.07678355035828706,1.1191,Excellent
0x00000000000000000000000000000000000003d1,reliable,509,9,9,0,1.0,133632.31,61696.14,1377686.77,432193.5368,8,2.008,0,0.036535546477779554,1.0829,Excellent
0x00000000000000000000000000000000000003d2,risky,454,3,2,1,0.6667,52654.45,35316.5,-18836.41,63832.7443,1,1.016,1,0.7357418204959344,1.5,Poor
0x00000000000000000000000000000000000003d3,reliable,1093,10,10,0,1.0,124896.74,77605.82,1303713.24,367474.3332,3,1.868,0,0.06563200662570044,1.1091,Excellent
0x00000000000000000000000000000000000003d4,moderate,151,2,2,0,1.0,78228.95,78178.95,881020.72,580866.2115,3,1.612,0,0.01002996761589586,1.059,Excellent
0x00000000000000000000000000000000000003d5,risky,270,1,1,0,1.0,3004.95,3004.95,24064.69,7368.277,3,1.18,0,0.09127072097274606,1.1321,Excellent
0x00000000000000000000000000000000000003d6,risky,357,6,5,1,0.8333,555384.99,414516.85,-1153081.41,-468247.3432,3,1.023,1,0.9819129514540411,1.5,Poor
0x00000000000000000000000000000000000003d7,reliable,779,19,18,0,0.9474,359901.11,111533.55,3747098.08,689591.3641,2,2.328,0,0.046694228533930494,1.092,Excellent
0x00000000000000000000000000000000000003d8,moderate,488,6,5,1,0.8333,181936.73,81734.4,1983344.8,871661.0601,3,1.384,0,0.038301183305226395,1.0845,Excellent
0x00000000000000000000000000000000000003d9,reliable,170,11,11,0,1.0,131821.68,61647.17,1335063.76,806320.0899,6,1.685,0,0.0083616400336529,1.0575,Excellent
0x00000000000000000000000000000000000003da,reliable,260,5,5,0,1.0,234694.04,114163.08,2655137.05,290929.2928,2,1.855,0,0.049385494463202534,1.0944,Excellent
0x00000000000000000000000000000000000003db,risky,644,1,1,0,1.0,8505.63,8505.63,76964.05,5859.1,1,1.144,0,0.10400071276379769,1.1436,Good
0x00000000000000000000000000000000000003dc,moderate,1118,2,2,0,1.0,19325.35,18238.32,186542.92,53820.3801,3,1.626,0,0.10184552896026433,1.1417,Good
0x00000000000000000000000000000000000003dd,moderate,73,3,2,1,0.6667,15668.81,13509.93,129762.24,12441.1962,2,1.501,0,0.708898074666211,1.5,Poor
0x00000000000000000000000000000000000003de,reliable,639,23,21,1,0.913,348691.66,79539.67,3126170.0,1568408.6886,5,1.842,0,0.005049271211372228,1.0545,Excellent
