wallet_id,wallet_type,wallet_age_days,total_loans,n_repaid,n_liquidated,repayment_rate,total_volume_usd,max_loan_usd,weighted_score,recency_weighted_score,protocol_diversity,avg_health_factor,default_label
0x000000000000000000000000000000000000055e,risky,783,2,1,1,0.5,11719.61,11046.84,100655.13,17959.4177,3,0.914,0
0x000000000000000000000000000000000000055f,moderate,1174,7,7,0,1.0,366362.57,343300.21,4576779.22,783851.3734,1,1.6,0
0x0000000000000000000000000000000000000560,reliable,1169,3,2,0,0.6667,3316.03,2799.78,-8181.96,-174.6227,4,2.173,0
0x0000000000000000000000000000000000000561,risky,658,3,1,2,0.3333,688834.7,645087.39,8408059.27,2146797.6686,2,0.964,0
0x0000000000000000000000000000000000000562,reliable,453,12,11,0,0.9167,50066.12,14298.29,439885.23,65332.2404,5,1.878,0
0x0000000000000000000000000000000000000563,reliable,1056,11,10,0,0.9091,298226.03,180322.59,3381111.49,746532.2992,5,2.374,0
0x0000000000000000000000000000000000000564,risky,1100,5,4,1,0.8,102765.78,55053.61,1058306.2,566170.8562,1,0.921,0
0x0000000000000000000000000000000000000565,moderate,497,13,13,0,1.0,1160871.08,1079981.88,15766820.3,854725.9574,2,1.678,0
0x0000000000000000000000000000000000000566,moderate,936,4,4,0,1.0,164661.93,92624.7,1827329.4,942145.1967,1,1.333,0
0x0000000000000000000000000000000000000567,reliable,720,11,10,1,0.9091,96039.25,28372.63,946928.92,434280.0767,1,2.382,0
0x0000000000000000000000000000000000000568,reliable,573,5,5,0,1.0,372697.62,266401.0,4517415.58,242904.3499,3,1.747,0
0x0000000000000000000000000000000000000569,reliable,1091,11,8,1,0.7273,94464.36,35849.12,508792.46,110248.7821,2,2.055,0
0x000000000000000000000000000000000000056a,moderate,344,11,9,2,0.8182,80570.18,28285.84,424707.22,311493.9609,3,1.346,0
0x000000000000000000000000000000000000056b,reliable,945,14,13,0,0.9286,333762.75,97438.89,3599459.63,755834.9299,5,1.438,0
0x000000000000000000000000000000000000056c,reliable,816,6,6,0,1.0,45547.59,23518.47,432865.91,121775.2367,1,2.443,0
0x000000000000000000000000000000000000056d,reliable,175,7,5,0,0.7143,195116.03,108338.13,1934809.3,771563.2475,5,1.678,0
0x000000000000000000000000000000000000056e,reliable,134,18,18,0,1.0,255324.86,44261.2,2566089.03,552542.9485,1,1.646,0
0x000000000000000000000000000000000000056f,moderate,145,7,6,0,0.8571,88090.01,59824.01,-79782.96,55323.517,3,1.695,0
0x0000000000000000000000000000000000000570,risky,836,1,0,1,0.0,661.14,661.14,-2147.21,-613.9231,1,0.952,1
0x0000000000000000000000000000000000000571,moderate,906,6,6,0,1.0,99474.66,32389.73,990286.64,188958.4628,3,1.635,0
0x0000000000000000000000000000000000000572,reliable,1003,3,3,0,1.0,27408.28,23284.08,267268.74,55114.49,2,2.093,0
0x0000000000000000000000000000000000000573,reliable,896,5,5,0,1.0,213444.78,202710.17,2564330.98,330921.0958,7,1.493,0
0x0000000000000000000000000000000000000574,reliable,604,19,16,1,0.8421,384775.74,142026.45,4185598.43,2228839.2697,6,1.641,0
0x0000000000000000000000000000000000000575,reliable,1166,14,14,0,1.0,37962.52,7256.05,315452.39,57787.7866,8,2.13,0
0x0000000000000000000000000000000000000576,reliable,839,19,18,0,0.9474,112844.22,30095.42,1057355.33,221141.9737,2,2.095,0
0x0000000000000000000000000000000000000577,moderate,551,4,4,0,1.0,62914.27,47227.51,644748.11,73015.2436,1,1.299,0
0x0000000000000000000000000000000000000578,moderate,401,14,13,0,0.9286,369145.37,107461.12,3548450.24,947907.8913,2,1.608,0
0x0000000000000000000000000000000000000579,reliable,518,15,15,0,1.0,175788.59,71790.07,1772940.26,886646.5343,3,2.129,0
0x000000000000000000000000000000000000057a,reliable,532,24,24,0,1.0,511821.76,162144.87,5574419.35,1430787.1754,2,2.241,0
0x000000000000000000000000000000000000057b,moderate,64,2,2,0,1.0,16517.81,14191.4,153711.86,9409.6394,3,1.246,0
0x000000000000000000000000000000000000057c,reliable,208,21,19,1,0.9048,210110.71,49092.73,1855109.82,703673.1002,3,2.205,0
0x000000000000000000000000000000000000057d,moderate,622,6,6,0,1.0,16697.01,4896.02,136135.23,51526.552,2,1.535,0
0x000000000000000000000000000000000000057e,moderate,840,8,8,0,1.0,213387.55,129831.59,2398775.98,782091.8028,3,1.199,0
0x000000000000000000000000000000000000057f,moderate,69,2,2,0,1.0,12216.13,10918.97,110827.34,9605.6752,2,1.552,0
0x0000000000000000000000000000000000000580,reliable,888,10,9,0,0.9,417483.76,315026.15,4312834.44,244132.6024,1,1.933,0
0x0000000000000000000000000000000000000581,reliable,1022,13,13,0,1.0,241307.16,79842.95,2567175.55,765528.7257,8,2.28,0
0x0000000000000000000000000000000000000582,moderate,1104,5,5,0,1.0,47589.64,23017.17,450315.99,245063.8815,1,1.316,0
0x0000000000000000000000000000000000000583,reliable,176,13,12,0,0.9231,87268.0,23855.68,449714.62,158958.2166,5,2.017,0
0x0000000000000000000000000000000000000584,reliable,1132,6,6,0,1.0,29835.59,17870.83,271893.78,61816.2749,7,2.281,0
0x0000000000000000000000000000000000000585,reliable,1094,3,3,0,1.0,23910.32,22208.58,233815.49,144209.238,6,1.454,0
0x0000000000000000000000000000000000000586,moderate,506,9,8,1,0.8889,188662.07,136870.43,2052935.86,658589.7619,3,1.126,0
0x0000000000000000000000000000000000000587,reliable,867,15,14,0,0.9333,466718.51,337773.7,5429590.25,3433372.0468,6,2.119,0
0x0000000000000000000000000000000000000588,reliable,613,16,14,2,0.875,136923.53,65775.26,1060165.94,127988.3265,4,2.402,0
0x0000000000000000000000000000000000000589,moderate,771,3,3,0,1.0,11269.33,4011.74,92776.85,33207.1694,2,1.115,0
0x000000000000000000000000000000000000058a,moderate,1179,11,11,0,1.0,190391.43,50308.39,1948294.91,928413.0431,3,1.53,0
0x000000000000000000000000000000000000058b,reliable,203,4,2,2,0.5,20453.78,7227.58,85556.05,21412.3836,7,2.091,0
0x000000000000000000000000000000000000058c,reliable,593,24,24,0,1.0,144959.91,30906.48,1355407.72,535338.3042,2,1.796,0
0x000000000000000000000000000000000000058d,moderate,1009,9,8,1,0.8889,100151.9,56875.65,942575.43,171038.4478,2,1.46,0
0x000000000000000000000000000000000000058e,reliable,1108,11,11,0,1.0,244043.57,95768.3,2638763.79,1052130.7124,1,1.918,0
0x000000000000000000000000000000000000058f,reliable,523,14,12,2,0.8571,81725.82,26179.41,347302.98,119882.1802,7,1.582,1
0x0000000000000000000000000000000000000590,risky,742,2,1,1,0.5,28264.98,16955.04,112333.8,16799.9723,1,0.951,0
0x0000000000000000000000000000000000000591,reliable,78,9,9,0,1.0,306276.85,272302.38,3719183.14,712757.5853,3,2.228,0
0x0000000000000000000000000000000000000592,reliable,118,8,8,0,1.0,372492.24,338907.91,4630957.1,4022605.6687,4,2.419,0
0x0000000000000000000000000000000000000593,reliable,272,9,9,0,1.0,137647.08,35646.44,1375048.85,140747.1193,2,1.632,0
0x0000000000000000000000000000000000000594,moderate,112,2,2,0,1.0,16866.38,13691.72,156006.57,8850.4305,1,1.633,0
0x0000000000000000000000000000000000000595,reliable,654,14,13,1,0.9286,352336.63,107086.36,3708916.32,914846.4106,5,2.216,0
0x0000000000000000000000000000000000000596,risky,824,9,7,2,0.7778,202675.58,123535.77,-402607.42,83212.5005,3,1.024,1
0x0000000000000000000000000000000000000597,reliable,954,9,9,0,1.0,311076.93,190043.02,3550168.29,469739.7254,5,2.494,0
0x0000000000000000000000000000000000000598,reliable,1088,20,20,0,1.0,95975.45,18343.45,873541.73,230865.0165,7,2.299,0
0x0000000000000000000000000000000000000599,reliable,443,14,13,0,0.9286,319242.51,144409.41,948773.65,76526.2873,4,1.604,0
0x000000000000000000000000000000000000059a,moderate,770,14,11,3,0.7857,455586.26,350912.71,5402680.54,2905924.5253,3,1.359,0
0x000000000000000000000000000000000000059b,risky,1149,7,5,2,0.7143,3050812.97,3029465.99,45284228.93,4174487.9229,3,0.928,0
0x000000000000000000000000000000000000059c,reliable,437,6,6,0,1.0,523364.55,499882.05,6773722.86,1241267.8929,1,1.917,0
0x000000000000000000000000000000000000059d,risky,414,3,0,2,0.0,15949.47,6066.98,-68460.23,-33307.4636,2,1.161,1
0x000000000000000000000000000000000000059e,reliable,748,18,15,1,0.8333,391366.51,106327.0,3820040.74,955065.4757,5,1.597,0
0x000000000000000000000000000000000000059f,reliable,297,8,8,0,1.0,64724.96,44810.04,642016.25,288925.6529,6,2.301,0
0x00000000000000000000000000000000000005a0,reliable,127,18,17,0,0.9444,187463.02,99577.66,1963740.22,462325.5222,1,1.494,0
0x00000000000000000000000000000000000005a1,reliable,580,19,19,0,1.0,276547.45,116818.1,2919676.64,644819.8137,3,2.484,0
0x00000000000000000000000000000000000005a2,reliable,128,3,3,0,1.0,310045.12,296375.48,3862665.86,694018.7312,2,2.114,0
0x00000000000000000000000000000000000005a3,reliable,290,13,13,0,1.0,60979.05,13454.3,546130.28,145981.3491,2,2.468,0
0x00000000000000000000000000000000000005a4,reliable,832,9,9,0,1.0,57041.78,32398.69,545520.11,124733.8731,8,1.76,0
0x00000000000000000000000000000000000005a5,reliable,210,23,21,1,0.913,356607.75,80546.52,3468355.05,780600.7303,3,1.963,0
0x00000000000000000000000000000000000005a6,reliable,954,10,10,0,1.0,150050.81,46830.79,1519613.21,458448.0569,5,1.765,0
0x00000000000000000000000000000000000005a7,reliable,945,19,19,0,1.0,122474.51,26040.53,1131238.0,183718.6505,2,2.485,0
0x00000000000000000000000000000000000005a8,reliable,315,18,18,0,1.0,289686.31,91514.85,3018118.32,536596.559,7,2.188,0
0x00000000000000000000000000000000000005a9,reliable,526,3,3,0,1.0,2533.83,1781.01,18136.39,6787.4806,4,1.815,0
0x00000000000000000000000000000000000005aa,reliable,331,11,9,1,0.8182,102477.74,46756.79,1004820.43,162143.449,3,2.428,0
0x00000000000000000000000000000000000005ab,reliable,905,17,16,0,0.9412,234160.23,126153.73,2532543.58,443092.5577,8,1.699,0
0x00000000000000000000000000000000000005ac,reliable,578,18,18,0,1.0,68107.76,20922.36,598910.72,84712.7184,2,2.484,0
0x00000000000000000000000000000000000005ad,reliable,761,24,24,0,1.0,465879.92,138636.96,5033646.12,926718.9684,3,1.698,0
0x00000000000000000000000000000000000005ae,reliable,703,16,16,0,1.0,146324.15,34316.54,1411756.57,553816.239,6,2.035,0
0x00000000000000000000000000000000000005af,reliable,1198,10,8,0,0.8,319682.23,279597.78,3608247.07,325657.292,6,2.113,0
0x00000000000000000000000000000000000005b0,reliable,1176,22,21,1,0.9545,894629.9,561464.59,11016969.16,1274861.3583,2,1.529,0
0x00000000000000000000000000000000000005b1,reliable,1090,8,8,0,1.0,56053.48,20270.92,522125.28,111459.0246,8,1.443,0
0x00000000000000000000000000000000000005b2,reliable,172,6,3,2,0.5,29460.11,15533.69,14000.23,600.5653,5,2.223,1
0x00000000000000000000000000000000000005b3,reliable,335,11,11,0,1.0,307988.47,199299.82,3550529.95,900444.064,2,1.759,0
0x00000000000000000000000000000000000005b4,reliable,964,3,3,0,1.0,1005412.89,997764.76,13846656.26,10453751.0125,6,2.407,0
0x00000000000000000000000000000000000005b5,reliable,236,11,11,0,1.0,163647.41,62846.5,1686996.84,641533.186,8,2.149,0
0x00000000000000000000000000000000000005b6,risky,998,9,6,2,0.6667,72671.93,35888.2,47999.7,25946.1413,1,1.033,1
0x00000000000000000000000000000000000005b7,reliable,87,3,3,0,1.0,5207.82,3892.03,40944.94,8899.5904,5,2.36,0
0x00000000000000000000000000000000000005b8,reliable,822,15,14,0,0.9333,336166.28,191238.36,3750491.09,763523.1904,5,2.214,0
0x00000000000000000000000000000000000005b9,reliable,688,3,3,0,1.0,8131.1,3701.06,64599.42,10590.0116,2,1.95,0
0x00000000000000000000000000000000000005ba,moderate,203,11,11,0,1.0,156897.1,47149.44,1583713.72,214126.2461,1,1.254,0
0x00000000000000000000000000000000000005bb,reliable,637,19,17,0,0.8947,110931.36,28627.82,587093.57,212262.5573,3,2.066,1
0x00000000000000000000000000000000000005bc,risky,756,7,3,4,0.4286,58325.34,26073.51,64426.55,-30209.0786,2,0.99,1
0x00000000000000000000000000000000000005bd,reliable,426,20,19,1,0.95,355098.88,131424.16,3565793.1,827034.3763,3,1.911,0
0x00000000000000000000000000000000000005be,moderate,715,10,10,0,1.0,222343.09,139865.94,2451737.44,289471.9794,3,1.241,0
0x00000000000000000000000000000000000005bf,reliable,1033,15,15,0,1.0,757204.85,469710.41,9555262.43,723776.9763,2,1.679,0
0x00000000000000000000000000000000000005c0,moderate,1078,8,6,2,0.75,204942.07,60389.12,1226935.8,309451.5947,3,1.505,0
0x00000000000000000000000000000000000005c1,reliable,956,4,4,0,1.0,10975.35,5311.97,88355.91,28097.5547,1,2.09,0
0x00000000000000000000000000000000000005c2,moderate,862,8,6,1,0.75,120952.24,69546.95,1021050.74,118482.7774,2,1.203,0
0x00000000000000000000000000000000000005c3,reliable,341,20,19,0,0.95,257080.67,115295.87,2698790.35,1287137.0227,2,1.527,0
0x00000000000000000000000000000000000005c4,risky,1158,6,4,2,0.6667,196979.52,103542.67,220049.69,-42519.2094,1,1.013,1
0x00000000000000000000000000000000000005c5,risky,557,8,6,2,0.75,407235.0,247853.29,4648554.35,713513.542,2,1.13,0
0x00000000000000000000000000000000000005c6,risky,521,9,6,3,0.6667,726472.12,322293.12,7997861.2,1225512.553,1,0.971,0
0x00000000000000000000000000000000000005c7,moderate,835,8,7,1,0.875,144100.17,62830.44,1468113.07,521218.414,3,1.573,0
0x00000000000000000000000000000000000005c8,reliable,638,19,17,0,0.8947,541281.19,172244.98,4443124.33,744304.6174,1,2.208,0
0x00000000000000000000000000000000000005c9,reliable,820,3,2,0,0.6667,8210.61,4505.19,43332.87,16524.7133,2,1.678,0
0x00000000000000000000000000000000000005ca,reliable,589,9,9,0,1.0,74789.5,27141.74,711311.5,292314.3909,6,1.984,0
0x00000000000000000000000000000000000005cb,reliable,1174,8,8,0,1.0,347260.14,193317.3,3956356.35,2035884.115,7,1.868,0
0x00000000000000000000000000000000000005cc,risky,345,3,2,1,0.6667,38846.81,19627.32,133827.6,-9694.5862,3,1.163,0
0x00000000000000000000000000000000000005cd,reliable,779,14,13,0,0.9286,414718.25,296796.33,4828967.71,1372007.6787,4,1.881,0
0x00000000000000000000000000000000000005ce,reliable,281,16,16,0,1.0,93667.16,33236.69,908161.04,173641.6192,6,2.187,0
0x00000000000000000000000000000000000005cf,reliable,1089,14,14,0,1.0,100022.85,30872.87,961056.15,357016.3886,1,1.897,0
0x00000000000000000000000000000000000005d0,moderate,756,12,11,0,0.9167,978815.52,713636.52,12505124.04,8750733.5061,1,1.547,0
0x00000000000000000000000000000000000005d1,moderate,47,3,3,0,1.0,28291.14,18480.98,269273.44,168703.729,1,1.438,0
0x00000000000000000000000000000000000005d2,reliable,989,24,23,0,0.9583,1751615.11,665073.13,8548491.14,75255.07,4,2.093,0
0x00000000000000000000000000000000000005d3,reliable,1132,19,19,0,1.0,162293.87,47355.21,1565610.12,412142.21,2,2.396,0
0x00000000000000000000000000000000000005d4,reliable,1139,24,22,2,0.9167,256131.39,43280.07,2069081.17,213343.2189,1,1.601,0
0x00000000000000000000000000000000000005d5,reliable,82,17,16,1,0.9412,144020.64,60424.42,1228745.54,175722.1377,7,2.265,0
0x00000000000000000000000000000000000005d6,moderate,788,3,3,0,1.0,4747.82,2244.0,35202.83,13179.0708,1,1.592,0
0x00000000000000000000000000000000000005d7,reliable,518,19,19,0,1.0,313610.02,100171.63,3326201.73,2081647.9049,5,1.61,0
0x00000000000000000000000000000000000005d8,reliable,753,15,15,0,1.0,175523.49,78811.98,1835768.58,408959.4515,8,2.473,0
0x00000000000000000000000000000000000005d9,reliable,524,7,7,0,1.0,49447.93,18821.28,452777.76,165113.5727,6,1.697,0
0x00000000000000000000000000000000000005da,moderate,413,9,8,1,0.8889,46822.46,22951.42,361975.81,38209.0603,1,1.34,0
0x00000000000000000000000000000000000005db,reliable,880,19,16,1,0.8421,177197.14,39800.0,1540843.79,521607.5271,1,2.149,0
0x00000000000000000000000000000000000005dc,reliable,1154,22,22,0,1.0,110196.38,31365.33,1023330.18,188428.6848,3,1.998,0
0x00000000000000000000000000000000000005dd,reliable,597,5,5,0,1.0,120924.23,78804.5,1298627.38,237645.5781,2,2.31,0
0x00000000000000000000000000000000000005de,reliable,368,13,13,0,1.0,291858.78,89313.0,3117809.64,598343.2547,6,2.446,0
0x00000000000000000000000000000000000005df,reliable,859,16,15,0,0.9375,561258.05,258904.25,1762203.47,31658.0191,2,1.828,0
0x00000000000000000000000000000000000005e0,reliable,870,17,16,1,0.9412,242001.81,110340.43,2556497.16,1430308.419,7,2.154,0
0x00000000000000000000000000000000000005e1,reliable,933,20,18,1,0.9,333715.39,143393.44,3362612.59,883561.2418,7,1.881,0
0x00000000000000000000000000000000000005e2,moderate,337,2,2,0,1.0,81629.19,65558.98,882732.86,350428.3139,2,1.502,0
0x00000000000000000000000000000000000005e3,moderate,63,2,2,0,1.0,160221.03,159844.01,1917482.12,87699.1259,3,1.35,0
0x00000000000000000000000000000000000005e4,reliable,601,20,17,0,0.85,175367.1,49128.6,1444189.35,277156.47,8,2.19,0
0x00000000000000000000000000000000000005e5,reliable,765,21,18,0,0.8571,223586.41,86098.98,2318086.5,1072470.7727,8,1.563,0
0x00000000000000000000000000000000000005e6,risky,415,3,3,0,1.0,3609.02,2026.68,26844.78,20703.2035,2,1.235,0
0x00000000000000000000000000000000000005e7,moderate,686,4,4,0,1.0,35538.15,20351.38,335596.72,81506.5859,3,1.186,0
0x00000000000000000000000000000000000005e8,reliable,1025,8,8,0,1.0,55388.59,35878.71,535579.35,95914.5376,6,1.912,0
0x00000000000000000000000000000000000005e9,reliable,1029,19,16,2,0.8421,256837.84,92568.31,2564320.7,197473.1613,8,2.303,0
0x00000000000000000000000000000000000005ea,moderate,802,3,2,1,0.6667,62372.39,23841.32,260142.31,25739.8791,2,1.485,1
0x00000000000000000000000000000000000005eb,reliable,612,14,14,0,1.0,281819.98,149717.79,3126658.68,987077.7109,5,2.413,0
0x00000000000000000000000000000000000005ec,risky,1060,1,0,1,0.0,132.84,132.84,-325.24,-50.6163,3,1.215,1
0x00000000000000000000000000000000000005ed,moderate,650,4,3,1,0.75,24793.04,13516.03,205313.39,34049.4277,3,1.524,0
0x00000000000000000000000000000000000005ee,reliable,936,10,10,0,1.0,32602.36,9642.3,278779.56,70314.1553,5,2.189,0
0x00000000000000000000000000000000000005ef,moderate,779,8,7,1,0.875,1429801.98,995652.07,19172068.43,16620695.7303,1,1.59,0
0x00000000000000000000000000000000000005f0,moderate,1194,10,8,2,0.8,124668.37,56779.04,347446.57,167125.1463,2,1.664,1
0x00000000000000000000000000000000000005f1,moderate,679,5,5,0,1.0,38107.56,14415.51,347060.55,103845.1501,1,1.173,0
0x00000000000000000000000000000000000005f2,reliable,865,24,22,1,0.9167,261015.02,74564.29,2631378.7,763112.0563,6,2.201,0
0x00000000000000000000000000000000000005f3,reliable,153,4,4,0,1.0,9034.66,4452.84,72416.32,38754.8498,3,1.537,0
0x00000000000000000000000000000000000005f4,reliable,432,3,3,0,1.0,15434.1,10181.85,136195.7,28519.272,5,2.477,0
0x00000000000000000000000000000000000005f5,reliable,734,19,19,0,1.0,106432.38,32786.28,978226.77,463488.5544,5,2.006,0
0x00000000000000000000000000000000000005f6,reliable,604,17,16,0,0.9412,290497.65,145451.93,3207674.14,832155.2459,3,2.184,0
0x00000000000000000000000000000000000005f7,reliable,718,8,8,0,1.0,264657.33,217861.17,3107298.16,309730.3966,7,2.428,0
0x00000000000000000000000000000000000005f8,reliable,1004,11,10,0,0.9091,221657.5,101577.26,2358113.43,485232.3463,6,1.934,0
0x00000000000000000000000000000000000005f9,risky,189,6,6,0,1.0,292148.53,162554.81,3314256.85,1136640.088,2,1.213,0
0x00000000000000000000000000000000000005fa,reliable,1051,17,16,1,0.9412,113889.91,30611.1,1043925.87,377154.0533,2,1.987,0
0x00000000000000000000000000000000000005fb,moderate,169,14,14,0,1.0,679371.0,363516.91,8192434.08,848926.8822,1,1.128,0
0x00000000000000000000000000000000000005fc,reliable,159,20,20,0,1.0,312586.7,88297.63,3282323.98,786483.5025,5,2.036,0
0x00000000000000000000000000000000000005fd,reliable,719,20,19,1,0.95,150557.4,43780.74,1354531.86,352860.551,1,1.67,0
0x00000000000000000000000000000000000005fe,reliable,48,21,21,0,1.0,291546.17,91230.52,3038646.33,970962.8973,1,1.455,0
0x00000000000000000000000000000000000005ff,reliable,618,11,10,1,0.9091,215928.19,156378.75,2251616.08,197914.5625,8,1.639,0
0x0000000000000000000000000000000000000600,reliable,444,14,13,0,0.9286,64979.37,19874.57,530229.22,77653.5962,7,2.06,0
0x0000000000000000000000000000000000000601,reliable,285,16,16,0,1.0,1040348.55,617766.0,12994831.28,1006761.1546,1,1.498,0
0x0000000000000000000000000000000000000602,moderate,164,4,4,0,1.0,67317.8,39937.79,683078.15,164852.6768,3,1.494,0
0x0000000000000000000000000000000000000603,reliable,399,21,18,2,0.8571,145648.89,38242.24,1103168.7,226677.7704,2,2.423,0
0x0000000000000000000000000000000000000604,risky,325,9,6,2,0.6667,192390.81,97000.72,869367.5,202552.5744,2,0.928,0
0x0000000000000000000000000000000000000605,reliable,966,3,3,0,1.0,18724.32,10337.36,168913.27,34143.0092,6,1.687,0
0x0000000000000000000000000000000000000606,reliable,274,14,14,0,1.0,89850.37,43752.97,867553.16,76513.6693,8,1.599,0
0x0000000000000000000000000000000000000607,reliable,557,6,6,0,1.0,399182.13,216109.54,4679533.14,642637.393,5,1.619,0
0x0000000000000000000000000000000000000608,reliable,618,15,13,1,0.8667,194162.86,40812.97,1781152.24,692113.2391,5,2.443,0
0x0000000000000000000000000000000000000609,reliable,544,15,14,0,0.9333,173675.23,67055.83,1783637.3,380290.7359,3,2.041,0
0x000000000000000000000000000000000000060a,reliable,44,21,20,0,0.9524,322578.36,199516.49,3575515.31,1265561.0582,6,1.675,0
0x000000000000000000000000000000000000060b,reliable,701,19,18,1,0.9474,353564.52,148949.32,3810605.78,1408428.2199,5,2.323,0
0x000000000000000000000000000000000000060c,reliable,829,15,13,2,0.8667,265292.02,47872.06,2161988.95,837943.1448,4,2.142,0
0x000000000000000000000000000000000000060d,moderate,1028,14,12,2,0.8571,317033.51,209909.83,3576002.62,1291238.1912,3,1.585,0
0x000000000000000000000000000000000000060e,moderate,608,7,5,1,0.7143,125301.23,70197.64,879420.67,94157.7873,1,1.593,0
0x000000000000000000000000000000000000060f,risky,202,4,2,2,0.5,118011.56,50653.49,328499.33,233173.7148,1,1.03,1
0x0000000000000000000000000000000000000610,risky,1193,6,4,1,0.6667,99088.51,32649.39,756095.96,134782.8664,2,0.962,0
0x0000000000000000000000000000000000000611,reliable,610,10,9,0,0.9,92595.74,64424.03,953747.1,193614.5733,4,2.487,0
0x0000000000000000000000000000000000000612,reliable,1081,18,18,0,1.0,81361.09,14048.63,711688.61,163032.7033,7,1.612,0
0x0000000000000000000000000000000000000613,moderate,808,10,9,1,0.9,528398.73,303824.39,6395027.11,2005297.4358,3,1.153,0
0x0000000000000000000000000000000000000614,reliable,715,12,12,0,1.0,70161.24,25873.99,663105.24,161869.2649,2,2.479,0
0x0000000000000000000000000000000000000615,reliable,830,6,6,0,1.0,238293.04,167342.69,2717025.32,1092705.091,3,1.629,0
0x0000000000000000000000000000000000000616,reliable,1057,12,12,0,1.0,700806.59,503965.88,8886190.84,768900.7122,6,1.712,0
0x0000000000000000000000000000000000000617,reliable,437,10,10,0,1.0,26812.17,14215.5,229029.54,123194.1584,2,2.197,0
0x0000000000000000000000000000000000000618,reliable,620,9,8,1,0.8889,163750.97,83576.28,323317.37,216935.5519,3,1.435,1
0x0000000000000000000000000000000000000619,reliable,551,10,10,0,1.0,25196.43,11826.52,216320.18,26523.8688,4,1.655,0
0x000000000000000000000000000000000000061a,moderate,63,13,11,2,0.8462,203768.87,146282.5,2110386.54,401163.8818,2,1.604,0
0x000000000000000000000000000000000000061b,reliable,485,22,20,1,0.9091,209722.16,86020.64,2020429.15,285604.1655,7,2.243,0
0x000000000000000000000000000000000000061c,moderate,743,12,11,1,0.9167,191097.24,59782.44,1502633.56,632534.5849,2,1.611,0
0x000000000000000000000000000000000000061d,reliable,734,17,16,1,0.9412,304760.08,63070.7,3142908.14,785183.5853,8,2.13,0
0x000000000000000000000000000000000000061e,reliable,1091,17,16,1,0.9412,79138.22,28637.11,730972.15,136965.3615,7,1.692,0
0x000000000000000000000000000000000000061f,reliable,439,12,12,0,1.0,163917.97,65669.0,1683610.42,665246.2775,8,2.297,0
0x0000000000000000000000000000000000000620,reliable,409,18,18,0,1.0,139258.71,52867.07,1365706.4,215053.9249,6,1.465,0
0x0000000000000000000000000000000000000621,reliable,181,6,6,0,1.0,96342.62,73258.76,1023668.9,151267.6465,4,2.073,0
0x0000000000000000000000000000000000000622,reliable,337,17,16,1,0.9412,315993.06,191643.61,3597037.24,627976.4288,4,1.924,0
0x0000000000000000000000000000000000000623,moderate,262,4,4,0,1.0,278991.45,203822.19,3323365.83,337431.7311,3,1.413,0
0x0000000000000000000000000000000000000624,risky,186,8,6,2,0.75,116402.29,36482.13,129048.14,-20685.8797,2,1.15,1
0x0000000000000000000000000000000000000625,reliable,151,12,10,0,0.8333,133963.38,37555.34,1156638.33,502282.9967,5,1.611,0
0x0000000000000000000000000000000000000626,reliable,349,15,14,0,0.9333,369928.51,189031.85,4228643.36,1941892.5728,6,1.475,0
0x0000000000000000000000000000000000000627,reliable,62,18,17,0,0.9444,373479.64,210321.64,318932.68,256007.3781,6,2.055,0
0x0000000000000000000000000000000000000628,reliable,494,13,11,1,0.8462,1142984.73,955661.64,14534904.21,1496710.2504,7,1.501,0
0x0000000000000000000000000000000000000629,risky,928,7,5,2,0.7143,169623.35,93222.61,1627692.88,239164.4993,2,1.277,0
0x000000000000000000000000000000000000062a,moderate,1008,14,14,0,1.0,138088.05,45185.06,1349334.3,390621.9842,1,1.675,0
0x000000000000000000000000000000000000062b,moderate,1095,5,5,0,1.0,72924.26,58675.0,762063.8,444546.6008,2,1.638,0
0x000000000000000000000000000000000000062c,risky,620,3,3,0,1.0,19125.89,14897.43,177037.59,91678.5427,1,1.278,0
0x000000000000000000000000000000000000062d,reliable,1004,24,23,0,0.9583,1406120.87,1165793.97,18486709.85,15273431.5025,1,1.746,0
0x000000000000000000000000000000000000062e,moderate,587,3,3,0,1.0,20127.21,11287.07,180883.96,15564.409,1,1.401,0
0x000000000000000000000000000000000000062f,reliable,857,15,14,1,0.9333,115788.15,20897.35,1012560.18,276424.4201,4,2.114,0
0x0000000000000000000000000000000000000630,reliable,45,24,24,0,1.0,406079.85,181528.99,4501928.15,2192323.9105,5,2.279,0
0x0000000000000000000000000000000000000631,moderate,1150,12,8,4,0.6667,352188.85,213135.96,3463611.12,1945574.1467,2,1.422,0
0x0000000000000000000000000000000000000632,reliable,529,20,17,1,0.85,122807.81,33750.0,1111289.9,283122.3223,3,1.638,0
0x0000000000000000000000000000000000000633,reliable,730,17,17,0,1.0,72492.36,18830.35,637828.99,130226.186,8,2.435,0
0x0000000000000000000000000000000000000634,reliable,76,11,11,0,1.0,67415.32,33725.53,637897.6,96036.299,7,2.238,0
0x0000000000000000000000000000000000000635,reliable,527,15,13,1,0.8667,108125.94,37982.89,1000314.63,245071.2456,3,1.601,0
0x0000000000000000000000000000000000000636,moderate,735,2,2,0,1.0,17828.46,12072.77,163302.88,66600.3874,2,1.143,0
0x0000000000000000000000000000000000000637,moderate,496,1,1,0,1.0,1670.33,1670.33,12396.15,542.6007,2,1.164,0
